book_id,title,author,genres,description,average_rating,ratings_count,reviews_count,cleaned_description,standardized_genres
1028,Action Point,Jane Austen,Thriller|Historical Fiction,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on threat and chase. Ideal for fans of Thriller, Historical Fiction, it offers an immersive journey filled with rebel, century, heritage, escape.",3.93,1043,117,"written by the acclaimed author jane austen, this title delivers a gripping narrative centering on threat and chase. ideal for fans of thriller, historical fiction, it offers an immersive journey filled with rebel, century, heritage, escape.",historical fiction|thriller
1029,The Murder at Mystery,Walter Isaacson,Mystery|Non-fiction,"Uncovering the intricacies of society, this masterpiece by Walter Isaacson combines elements of Mystery, Non-fiction to create a breathtaking experience. Dive into a world where nature and culture shape the ultimate destiny.",3.51,1152,110,"uncovering the intricacies of society, this masterpiece by walter isaacson combines elements of mystery, non-fiction to create a breathtaking experience. dive into a world where nature and culture shape the ultimate destiny.",mystery|non-fiction
1030,The Tension Threat,Peter Thiel,Thriller|Historical Fiction,"Written by the acclaimed author Peter Thiel, this title delivers a gripping narrative centering on survival and empire. Ideal for fans of Thriller, Historical Fiction, it offers an immersive journey filled with generation, danger, threat, ancient.",3.48,485,47,"written by the acclaimed author peter thiel, this title delivers a gripping narrative centering on survival and empire. ideal for fans of thriller, historical fiction, it offers an immersive journey filled with generation, danger, threat, ancient.",historical fiction|thriller
1031,The Finance Startup,Dan Brown,Business,"Uncovering the intricacies of innovation, this masterpiece by Dan Brown combines elements of Business to create a breathtaking experience. Dive into a world where marketing and wealth shape the ultimate destiny.",3.38,298,21,"uncovering the intricacies of innovation, this masterpiece by dan brown combines elements of business to create a breathtaking experience. dive into a world where marketing and wealth shape the ultimate destiny.",business
1032,The Futuristic Matrix,Colleen Hoover,Science Fiction,"A compelling read about alien, dimensions and artificial intelligence. This book explores deep themes, masterfully written by Colleen Hoover. It stands out in its representation of Science Fiction.",3.77,1935,186,"a compelling read about alien, dimensions and artificial intelligence. this book explores deep themes, masterfully written by colleen hoover. it stands out in its representation of science fiction.",science fiction
1033,The Chase Conspiracy,J.R.R. Tolkien,Thriller|Romance,"Uncovering the intricacies of heart, this masterpiece by J.R.R. Tolkien combines elements of Thriller, Romance to create a breathtaking experience. Dive into a world where deadly and lovers shape the ultimate destiny.",3.53,1151,113,"uncovering the intricacies of heart, this masterpiece by j.r.r. tolkien combines elements of thriller, romance to create a breathtaking experience. dive into a world where deadly and lovers shape the ultimate destiny.",romance|thriller
1034,The Strategy Economy,Arthur C. Clarke,Business|Biography,"A compelling read about corporate, struggle, career, finance, wealth and inspiration. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Business, Biography.",4.67,123,18,"a compelling read about corporate, struggle, career, finance, wealth and inspiration. this book explores deep themes, masterfully written by arthur c. clarke. it stands out in its representation of business, biography.",biography|business
1035,Death on Clue,Ray Bradbury,Mystery|Historical Fiction,"Written by the acclaimed author Ray Bradbury, this title delivers a gripping narrative centering on generation and crime. Ideal for fans of Mystery, Historical Fiction, it offers an immersive journey filled with truth, heritage, past, secrets.",3.56,3519,467,"written by the acclaimed author ray bradbury, this title delivers a gripping narrative centering on generation and crime. ideal for fans of mystery, historical fiction, it offers an immersive journey filled with truth, heritage, past, secrets.",historical fiction|mystery
1036,Summer in Lovers,J.R.R. Tolkien,Romance,"A compelling read about date, heart and marriage. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Romance.",3.53,175,17,"a compelling read about date, heart and marriage. this book explores deep themes, masterfully written by j.r.r. tolkien. it stands out in its representation of romance.",romance
1037,Summer in Marriage,George R.R. Martin,Romance,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on affection and devotion. Ideal for fans of Romance, it offers an immersive journey filled with relationship.",4.15,861,86,"written by the acclaimed author george r.r. martin, this title delivers a gripping narrative centering on affection and devotion. ideal for fans of romance, it offers an immersive journey filled with relationship.",romance
1038,Death on Secrets,Ken Follett,Mystery|Biography,"Uncovering the intricacies of struggle, this masterpiece by Ken Follett combines elements of Mystery, Biography to create a breathtaking experience. Dive into a world where career and life shape the ultimate destiny.",3.51,666,35,"uncovering the intricacies of struggle, this masterpiece by ken follett combines elements of mystery, biography to create a breathtaking experience. dive into a world where career and life shape the ultimate destiny.",biography|mystery
1039,The Passion Promise,Ray Bradbury,Romance|Non-fiction,"A compelling read about date, society, marriage, passion, culture and mind. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Romance, Non-fiction.",2.86,5269,705,"a compelling read about date, society, marriage, passion, culture and mind. this book explores deep themes, masterfully written by ray bradbury. it stands out in its representation of romance, non-fiction.",non-fiction|romance
1040,The Cybernetic Protocol,Neil Gaiman,Science Fiction,"Uncovering the intricacies of spaceships, this masterpiece by Neil Gaiman combines elements of Science Fiction to create a breathtaking experience. Dive into a world where technology and space shape the ultimate destiny.",3.1,463,25,"uncovering the intricacies of spaceships, this masterpiece by neil gaiman combines elements of science fiction to create a breathtaking experience. dive into a world where technology and space shape the ultimate destiny.",science fiction
1041,Death on Secrets,James Clear,Mystery,"Uncovering the intricacies of unravel, this masterpiece by James Clear combines elements of Mystery to create a breathtaking experience. Dive into a world where truth and secrets shape the ultimate destiny.",3.54,987,109,"uncovering the intricacies of unravel, this masterpiece by james clear combines elements of mystery to create a breathtaking experience. dive into a world where truth and secrets shape the ultimate destiny.",mystery
1042,The Shadow of Hero,Sheryl Sandberg,Fantasy,"Uncovering the intricacies of legendary, this masterpiece by Sheryl Sandberg combines elements of Fantasy to create a breathtaking experience. Dive into a world where prophecy and magic shape the ultimate destiny.",3.43,345,30,"uncovering the intricacies of legendary, this masterpiece by sheryl sandberg combines elements of fantasy to create a breathtaking experience. dive into a world where prophecy and magic shape the ultimate destiny.",fantasy
1043,The Power of Mindset,Brandon Sanderson,Self-Help,"Uncovering the intricacies of success, this masterpiece by Brandon Sanderson combines elements of Self-Help to create a breathtaking experience. Dive into a world where discipline and goals shape the ultimate destiny.",3.6,3006,375,"uncovering the intricacies of success, this masterpiece by brandon sanderson combines elements of self-help to create a breathtaking experience. dive into a world where discipline and goals shape the ultimate destiny.",self-help
1044,Atomic Success,Isaac Asimov,Self-Help|Thriller|Mystery,"Written by the acclaimed author Isaac Asimov, this title delivers a gripping narrative centering on focus and mindset. Ideal for fans of Self-Help, Thriller, Mystery, it offers an immersive journey filled with chase, urgency, clue, crime, action, murder, motivation.",3.95,389,28,"written by the acclaimed author isaac asimov, this title delivers a gripping narrative centering on focus and mindset. ideal for fans of self-help, thriller, mystery, it offers an immersive journey filled with chase, urgency, clue, crime, action, murder, motivation.",mystery|self-help|thriller
1045,The Urgency Target,Nicholas Sparks,Thriller|Self-Help|Science Fiction,"Uncovering the intricacies of robot, this masterpiece by Nicholas Sparks combines elements of Thriller, Self-Help, Science Fiction to create a breathtaking experience. Dive into a world where lifestyle and goals shape the ultimate destiny.",4.11,6113,873,"uncovering the intricacies of robot, this masterpiece by nicholas sparks combines elements of thriller, self-help, science fiction to create a breathtaking experience. dive into a world where lifestyle and goals shape the ultimate destiny.",science fiction|self-help|thriller
1046,Elf and the Lost Kingdom,Adam Grant,Fantasy,"A compelling read about wizard, realm and magic. This book explores deep themes, masterfully written by Adam Grant. It stands out in its representation of Fantasy.",3.51,544,28,"a compelling read about wizard, realm and magic. this book explores deep themes, masterfully written by adam grant. it stands out in its representation of fantasy.",fantasy
1047,The War of War,Ken Follett,Historical Fiction|Romance,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on love and empire. Ideal for fans of Historical Fiction, Romance, it offers an immersive journey filled with affection, generation, passion, ancient.",3.84,3149,401,"written by the acclaimed author ken follett, this title delivers a gripping narrative centering on love and empire. ideal for fans of historical fiction, romance, it offers an immersive journey filled with affection, generation, passion, ancient.",historical fiction|romance
1048,Galaxy Millennium,Simon Sinek,Science Fiction,"A compelling read about spaceships, futuristic and technology. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Science Fiction.",3.48,156,8,"a compelling read about spaceships, futuristic and technology. this book explores deep themes, masterfully written by simon sinek. it stands out in its representation of science fiction.",science fiction
1049,Whispering Emotional,Dan Brown,Romance,"Written by the acclaimed author Dan Brown, this title delivers a gripping narrative centering on affection and date. Ideal for fans of Romance, it offers an immersive journey filled with romance.",3.84,900,128,"written by the acclaimed author dan brown, this title delivers a gripping narrative centering on affection and date. ideal for fans of romance, it offers an immersive journey filled with romance.",romance
1050,12 Rules of Lifestyle,Arthur C. Clarke,Self-Help|Romance,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on lifestyle and love. Ideal for fans of Self-Help, Romance, it offers an immersive journey filled with affection, discipline, success, emotional.",4.11,115,13,"written by the acclaimed author arthur c. clarke, this title delivers a gripping narrative centering on lifestyle and love. ideal for fans of self-help, romance, it offers an immersive journey filled with affection, discipline, success, emotional.",romance|self-help
1051,The Conspiracy Target,Gillian Flynn,Thriller|Science Fiction,"A compelling read about alien, danger, chase, tension, dimensions and space. This book explores deep themes, masterfully written by Gillian Flynn. It stands out in its representation of Thriller, Science Fiction.",4.19,385,55,"a compelling read about alien, danger, chase, tension, dimensions and space. this book explores deep themes, masterfully written by gillian flynn. it stands out in its representation of thriller, science fiction.",science fiction|thriller
1052,The Story of Triumph,Arthur C. Clarke,Biography|Romance,"Uncovering the intricacies of legacy, this masterpiece by Arthur C. Clarke combines elements of Biography, Romance to create a breathtaking experience. Dive into a world where struggle and emotional shape the ultimate destiny.",3.95,1261,98,"uncovering the intricacies of legacy, this masterpiece by arthur c. clarke combines elements of biography, romance to create a breathtaking experience. dive into a world where struggle and emotional shape the ultimate destiny.",biography|romance
1053,The Human of Everything,Arthur C. Clarke,Non-fiction|Mystery|Science Fiction,"Written by the acclaimed author Arthur C. Clarke, this title delivers a gripping narrative centering on alien and suspect. Ideal for fans of Non-fiction, Mystery, Science Fiction, it offers an immersive journey filled with facts, nature, detective, human, truth, space, star.",4.19,3894,580,"written by the acclaimed author arthur c. clarke, this title delivers a gripping narrative centering on alien and suspect. ideal for fans of non-fiction, mystery, science fiction, it offers an immersive journey filled with facts, nature, detective, human, truth, space, star.",mystery|non-fiction|science fiction
1054,The Heir of Realm,Nicholas Sparks,Fantasy|Non-fiction|Biography,"A compelling read about life, legacy, nature, prophecy, career, human, quest, exploration and kingdom. This book explores deep themes, masterfully written by Nicholas Sparks. It stands out in its representation of Fantasy, Non-fiction, Biography.",3.31,143,8,"a compelling read about life, legacy, nature, prophecy, career, human, quest, exploration and kingdom. this book explores deep themes, masterfully written by nicholas sparks. it stands out in its representation of fantasy, non-fiction, biography.",biography|fantasy|non-fiction
1055,Calculated Action,Gillian Flynn,Thriller|Non-fiction,"Uncovering the intricacies of survival, this masterpiece by Gillian Flynn combines elements of Thriller, Non-fiction to create a breathtaking experience. Dive into a world where threat and exploration shape the ultimate destiny.",3.06,415,35,"uncovering the intricacies of survival, this masterpiece by gillian flynn combines elements of thriller, non-fiction to create a breathtaking experience. dive into a world where threat and exploration shape the ultimate destiny.",non-fiction|thriller
1056,Calculated Conspiracy,Agatha Christie,Thriller|Science Fiction,"A compelling read about deadly, danger, technology, assassin, future and space. This book explores deep themes, masterfully written by Agatha Christie. It stands out in its representation of Thriller, Science Fiction.",3.59,166,23,"a compelling read about deadly, danger, technology, assassin, future and space. this book explores deep themes, masterfully written by agatha christie. it stands out in its representation of thriller, science fiction.",science fiction|thriller
1057,Legendary and the Lost Kingdom,Yuval Noah Harari,Fantasy,"A compelling read about spell, sword and quest. This book explores deep themes, masterfully written by Yuval Noah Harari. It stands out in its representation of Fantasy.",3.95,167,10,"a compelling read about spell, sword and quest. this book explores deep themes, masterfully written by yuval noah harari. it stands out in its representation of fantasy.",fantasy
1058,Becoming Personal,George R.R. Martin,Biography,"A compelling read about autobiography, achievement and career. This book explores deep themes, masterfully written by George R.R. Martin. It stands out in its representation of Biography.",3.78,1190,119,"a compelling read about autobiography, achievement and career. this book explores deep themes, masterfully written by george r.r. martin. it stands out in its representation of biography.",biography
1059,Summer in Emotional,Ken Follett,Romance,"A compelling read about love, relationship and affection. This book explores deep themes, masterfully written by Ken Follett. It stands out in its representation of Romance.",3.72,94,10,"a compelling read about love, relationship and affection. this book explores deep themes, masterfully written by ken follett. it stands out in its representation of romance.",romance
1060,Whispers from the Wizard,Brandon Sanderson,Fantasy,"Written by the acclaimed author Brandon Sanderson, this title delivers a gripping narrative centering on realm and quest. Ideal for fans of Fantasy, it offers an immersive journey filled with sword.",4.17,1770,190,"written by the acclaimed author brandon sanderson, this title delivers a gripping narrative centering on realm and quest. ideal for fans of fantasy, it offers an immersive journey filled with sword.",fantasy
1061,Beyond the Alien Frontier,Jane Austen,Science Fiction|Non-fiction|Mystery,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on alien and society. Ideal for fans of Science Fiction, Non-fiction, Mystery, it offers an immersive journey filled with reality, clue, truth, science, futuristic, artificial intelligence, secrets.",3.37,5414,488,"written by the acclaimed author jane austen, this title delivers a gripping narrative centering on alien and society. ideal for fans of science fiction, non-fiction, mystery, it offers an immersive journey filled with reality, clue, truth, science, futuristic, artificial intelligence, secrets.",mystery|non-fiction|science fiction
1062,The Heritage Secret,Neil Gaiman,Historical Fiction,"Uncovering the intricacies of empire, this masterpiece by Neil Gaiman combines elements of Historical Fiction to create a breathtaking experience. Dive into a world where past and era shape the ultimate destiny.",3.68,1356,161,"uncovering the intricacies of empire, this masterpiece by neil gaiman combines elements of historical fiction to create a breathtaking experience. dive into a world where past and era shape the ultimate destiny.",historical fiction
1063,The Marketing Startup,Yuval Noah Harari,Business,"A compelling read about management, sales and corporate. This book explores deep themes, masterfully written by Yuval Noah Harari. It stands out in its representation of Business.",3.43,320,21,"a compelling read about management, sales and corporate. this book explores deep themes, masterfully written by yuval noah harari. it stands out in its representation of business.",business
1064,The Urgency Threat,Gillian Flynn,Thriller,"Uncovering the intricacies of survival, this masterpiece by Gillian Flynn combines elements of Thriller to create a breathtaking experience. Dive into a world where escape and action shape the ultimate destiny.",3.42,69,9,"uncovering the intricacies of survival, this masterpiece by gillian flynn combines elements of thriller to create a breathtaking experience. dive into a world where escape and action shape the ultimate destiny.",thriller
1065,Struggle and His Times,Ray Bradbury,Biography,"A compelling read about autobiography, portrait and legacy. This book explores deep themes, masterfully written by Ray Bradbury. It stands out in its representation of Biography.",3.96,335,34,"a compelling read about autobiography, portrait and legacy. this book explores deep themes, masterfully written by ray bradbury. it stands out in its representation of biography.",biography
1066,Atomic Focus,Philip K. Dick,Self-Help,"Uncovering the intricacies of motivation, this masterpiece by Philip K. Dick combines elements of Self-Help to create a breathtaking experience. Dive into a world where wisdom and discipline shape the ultimate destiny.",3.77,72,5,"uncovering the intricacies of motivation, this masterpiece by philip k. dick combines elements of self-help to create a breathtaking experience. dive into a world where wisdom and discipline shape the ultimate destiny.",self-help
1067,Decoding Nature,James Clear,Non-fiction|Science Fiction,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on galaxy and nature. Ideal for fans of Non-fiction, Science Fiction, it offers an immersive journey filled with future, human, science, artificial intelligence.",3.18,7220,479,"written by the acclaimed author james clear, this title delivers a gripping narrative centering on galaxy and nature. ideal for fans of non-fiction, science fiction, it offers an immersive journey filled with future, human, science, artificial intelligence.",non-fiction|science fiction
1068,How to Build a Leadership,George R.R. Martin,Business,"Uncovering the intricacies of entrepreneur, this masterpiece by George R.R. Martin combines elements of Business to create a breathtaking experience. Dive into a world where economy and wealth shape the ultimate destiny.",3.86,198,27,"uncovering the intricacies of entrepreneur, this masterpiece by george r.r. martin combines elements of business to create a breathtaking experience. dive into a world where economy and wealth shape the ultimate destiny.",business
1069,The Discipline Mindset,Isaac Asimov,Self-Help,"Written by the acclaimed author Isaac Asimov, this title delivers a gripping narrative centering on happiness and focus. Ideal for fans of Self-Help, it offers an immersive journey filled with wisdom.",4.37,240,27,"written by the acclaimed author isaac asimov, this title delivers a gripping narrative centering on happiness and focus. ideal for fans of self-help, it offers an immersive journey filled with wisdom.",self-help
1070,Hearts in Love,Gillian Flynn,Romance,"Uncovering the intricacies of relationship, this masterpiece by Gillian Flynn combines elements of Romance to create a breathtaking experience. Dive into a world where devotion and heart shape the ultimate destiny.",4.66,1757,245,"uncovering the intricacies of relationship, this masterpiece by gillian flynn combines elements of romance to create a breathtaking experience. dive into a world where devotion and heart shape the ultimate destiny.",romance
1071,Wisdom Habits,Simon Sinek,Self-Help|Biography,"Uncovering the intricacies of achievement, this masterpiece by Simon Sinek combines elements of Self-Help, Biography to create a breathtaking experience. Dive into a world where lifestyle and life shape the ultimate destiny.",3.06,210,10,"uncovering the intricacies of achievement, this masterpiece by simon sinek combines elements of self-help, biography to create a breathtaking experience. dive into a world where lifestyle and life shape the ultimate destiny.",biography|self-help
1072,No Way Deadly,George R.R. Martin,Thriller,"Written by the acclaimed author George R.R. Martin, this title delivers a gripping narrative centering on conspiracy and danger. Ideal for fans of Thriller, it offers an immersive journey filled with assassin.",4.01,1221,73,"written by the acclaimed author george r.r. martin, this title delivers a gripping narrative centering on conspiracy and danger. ideal for fans of thriller, it offers an immersive journey filled with assassin.",thriller
1073,Hearts in Lovers,Robert Kiyosaki,Romance|Fantasy|Thriller,"Written by the acclaimed author Robert Kiyosaki, this title delivers a gripping narrative centering on survival and love. Ideal for fans of Romance, Fantasy, Thriller, it offers an immersive journey filled with elf, agent, affection, wizard, spell, passion, escape.",3.29,12016,743,"written by the acclaimed author robert kiyosaki, this title delivers a gripping narrative centering on survival and love. ideal for fans of romance, fantasy, thriller, it offers an immersive journey filled with elf, agent, affection, wizard, spell, passion, escape.",fantasy|romance|thriller
1074,The Reality of Everything,Colleen Hoover,Non-fiction|Romance,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on date and heart. Ideal for fans of Non-fiction, Romance, it offers an immersive journey filled with facts, science, culture, romance.",3.87,294,36,"written by the acclaimed author colleen hoover, this title delivers a gripping narrative centering on date and heart. ideal for fans of non-fiction, romance, it offers an immersive journey filled with facts, science, culture, romance.",non-fiction|romance
1075,Atomic Lifestyle,J.K. Rowling,Self-Help|Science Fiction|Non-fiction,"Uncovering the intricacies of lifestyle, this masterpiece by J.K. Rowling combines elements of Self-Help, Science Fiction, Non-fiction to create a breathtaking experience. Dive into a world where focus and goals shape the ultimate destiny.",3.83,515,53,"uncovering the intricacies of lifestyle, this masterpiece by j.k. rowling combines elements of self-help, science fiction, non-fiction to create a breathtaking experience. dive into a world where focus and goals shape the ultimate destiny.",non-fiction|science fiction|self-help
1076,Understanding Mind,Walter Isaacson,Non-fiction|Mystery,"Written by the acclaimed author Walter Isaacson, this title delivers a gripping narrative centering on analysis and facts. Ideal for fans of Non-fiction, Mystery, it offers an immersive journey filled with case, clue, murder, mind.",3.02,1337,192,"written by the acclaimed author walter isaacson, this title delivers a gripping narrative centering on analysis and facts. ideal for fans of non-fiction, mystery, it offers an immersive journey filled with case, clue, murder, mind.",mystery|non-fiction
1077,The Case of the Suspect,Robert Kiyosaki,Mystery,"Uncovering the intricacies of clue, this masterpiece by Robert Kiyosaki combines elements of Mystery to create a breathtaking experience. Dive into a world where case and puzzle shape the ultimate destiny.",2.94,236,12,"uncovering the intricacies of clue, this masterpiece by robert kiyosaki combines elements of mystery to create a breathtaking experience. dive into a world where case and puzzle shape the ultimate destiny.",mystery
1078,Hearts in Emotional,Stephen King,Romance,"A compelling read about relationship, devotion and marriage. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Romance.",3.86,463,44,"a compelling read about relationship, devotion and marriage. this book explores deep themes, masterfully written by stephen king. it stands out in its representation of romance.",romance
1079,Decoding Reality,Dan Brown,Non-fiction,"A compelling read about nature, analysis and society. This book explores deep themes, masterfully written by Dan Brown. It stands out in its representation of Non-fiction.",4.05,133,10,"a compelling read about nature, analysis and society. this book explores deep themes, masterfully written by dan brown. it stands out in its representation of non-fiction.",non-fiction
1080,Magic and the Lost Kingdom,Yuval Noah Harari,Fantasy|Science Fiction,"Written by the acclaimed author Yuval Noah Harari, this title delivers a gripping narrative centering on galaxy and kingdom. Ideal for fans of Fantasy, Science Fiction, it offers an immersive journey filled with spell, robot, futuristic, magic.",2.96,2285,302,"written by the acclaimed author yuval noah harari, this title delivers a gripping narrative centering on galaxy and kingdom. ideal for fans of fantasy, science fiction, it offers an immersive journey filled with spell, robot, futuristic, magic.",fantasy|science fiction
1081,The Marketing Startup,J.R.R. Tolkien,Business,"A compelling read about innovation, strategy and marketing. This book explores deep themes, masterfully written by J.R.R. Tolkien. It stands out in its representation of Business.",3.76,3264,277,"a compelling read about innovation, strategy and marketing. this book explores deep themes, masterfully written by j.r.r. tolkien. it stands out in its representation of business.",business
1082,Zero to Management,Daniel Kahneman,Business,"A compelling read about strategy, finance and entrepreneur. This book explores deep themes, masterfully written by Daniel Kahneman. It stands out in its representation of Business.",4.32,356,29,"a compelling read about strategy, finance and entrepreneur. this book explores deep themes, masterfully written by daniel kahneman. it stands out in its representation of business.",business
1083,Atomic Lifestyle,Philip K. Dick,Self-Help,"A compelling read about habits, focus and mindset. This book explores deep themes, masterfully written by Philip K. Dick. It stands out in its representation of Self-Help.",3.12,22,2,"a compelling read about habits, focus and mindset. this book explores deep themes, masterfully written by philip k. dick. it stands out in its representation of self-help.",self-help
1084,Emotional Forever,Arthur C. Clarke,Romance,"A compelling read about relationship, love and heart. This book explores deep themes, masterfully written by Arthur C. Clarke. It stands out in its representation of Romance.",3.55,139,18,"a compelling read about relationship, love and heart. this book explores deep themes, masterfully written by arthur c. clarke. it stands out in its representation of romance.",romance
1085,The Reality Era,Agatha Christie,Non-fiction,"Uncovering the intricacies of world, this masterpiece by Agatha Christie combines elements of Non-fiction to create a breathtaking experience. Dive into a world where culture and analysis shape the ultimate destiny.",3.61,2656,254,"uncovering the intricacies of world, this masterpiece by agatha christie combines elements of non-fiction to create a breathtaking experience. dive into a world where culture and analysis shape the ultimate destiny.",non-fiction
1086,The Robot Odyssey,Stephen King,Science Fiction|Biography,"A compelling read about alien, memoir, inspiration, futuristic, artificial intelligence and journey. This book explores deep themes, masterfully written by Stephen King. It stands out in its representation of Science Fiction, Biography.",3.98,531,32,"a compelling read about alien, memoir, inspiration, futuristic, artificial intelligence and journey. this book explores deep themes, masterfully written by stephen king. it stands out in its representation of science fiction, biography.",biography|science fiction
1087,The Future Odyssey,Daniel Kahneman,Science Fiction,"Uncovering the intricacies of galaxy, this masterpiece by Daniel Kahneman combines elements of Science Fiction to create a breathtaking experience. Dive into a world where dimensions and technology shape the ultimate destiny.",3.89,1140,117,"uncovering the intricacies of galaxy, this masterpiece by daniel kahneman combines elements of science fiction to create a breathtaking experience. dive into a world where dimensions and technology shape the ultimate destiny.",science fiction
1088,Death on Clue,Brandon Sanderson,Mystery,"Uncovering the intricacies of mystery, this masterpiece by Brandon Sanderson combines elements of Mystery to create a breathtaking experience. Dive into a world where unravel and truth shape the ultimate destiny.",3.79,359,32,"uncovering the intricacies of mystery, this masterpiece by brandon sanderson combines elements of mystery to create a breathtaking experience. dive into a world where unravel and truth shape the ultimate destiny.",mystery
1089,Legacy of Rebel,Jane Austen,Historical Fiction|Science Fiction,"Written by the acclaimed author Jane Austen, this title delivers a gripping narrative centering on galaxy and empire. Ideal for fans of Historical Fiction, Science Fiction, it offers an immersive journey filled with space, century, history, star.",4.0,204,30,"written by the acclaimed author jane austen, this title delivers a gripping narrative centering on galaxy and empire. ideal for fans of historical fiction, science fiction, it offers an immersive journey filled with space, century, history, star.",historical fiction|science fiction
1090,The Story of Memoir,Neil Gaiman,Biography,"Uncovering the intricacies of memoir, this masterpiece by Neil Gaiman combines elements of Biography to create a breathtaking experience. Dive into a world where personal and inspiration shape the ultimate destiny.",4.58,1210,68,"uncovering the intricacies of memoir, this masterpiece by neil gaiman combines elements of biography to create a breathtaking experience. dive into a world where personal and inspiration shape the ultimate destiny.",biography
1091,Echoes of Galaxy,Colleen Hoover,Science Fiction,"Written by the acclaimed author Colleen Hoover, this title delivers a gripping narrative centering on alien and star. Ideal for fans of Science Fiction, it offers an immersive journey filled with technology.",3.37,519,57,"written by the acclaimed author colleen hoover, this title delivers a gripping narrative centering on alien and star. ideal for fans of science fiction, it offers an immersive journey filled with technology.",science fiction
1092,The Facts Perspective,Sheryl Sandberg,Non-fiction,"Written by the acclaimed author Sheryl Sandberg, this title delivers a gripping narrative centering on culture and human. Ideal for fans of Non-fiction, it offers an immersive journey filled with reality.",3.88,1193,68,"written by the acclaimed author sheryl sandberg, this title delivers a gripping narrative centering on culture and human. ideal for fans of non-fiction, it offers an immersive journey filled with reality.",non-fiction
1093,Becoming Triumph,Dale Carnegie,Biography,"Written by the acclaimed author Dale Carnegie, this title delivers a gripping narrative centering on struggle and portrait. Ideal for fans of Biography, it offers an immersive journey filled with life.",4.12,56,5,"written by the acclaimed author dale carnegie, this title delivers a gripping narrative centering on struggle and portrait. ideal for fans of biography, it offers an immersive journey filled with life.",biography
1094,Inside Mind,Simon Sinek,Non-fiction,"A compelling read about culture, mind and society. This book explores deep themes, masterfully written by Simon Sinek. It stands out in its representation of Non-fiction.",3.98,1111,123,"a compelling read about culture, mind and society. this book explores deep themes, masterfully written by simon sinek. it stands out in its representation of non-fiction.",non-fiction
1095,The Agent Conspiracy,Tim Ferriss,Thriller,"A compelling read about survival, urgency and danger. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Thriller.",3.18,283,17,"a compelling read about survival, urgency and danger. this book explores deep themes, masterfully written by tim ferriss. it stands out in its representation of thriller.",thriller
1096,Letters from Century,Ken Follett,Historical Fiction,"Written by the acclaimed author Ken Follett, this title delivers a gripping narrative centering on heritage and vintage. Ideal for fans of Historical Fiction, it offers an immersive journey filled with ancient.",3.32,77,9,"written by the acclaimed author ken follett, this title delivers a gripping narrative centering on heritage and vintage. ideal for fans of historical fiction, it offers an immersive journey filled with ancient.",historical fiction
1097,The Danger Threat,George R.R. Martin,Thriller,"Uncovering the intricacies of chase, this masterpiece by George R.R. Martin combines elements of Thriller to create a breathtaking experience. Dive into a world where escape and danger shape the ultimate destiny.",3.55,850,76,"uncovering the intricacies of chase, this masterpiece by george r.r. martin combines elements of thriller to create a breathtaking experience. dive into a world where escape and danger shape the ultimate destiny.",thriller
1098,The Mind of Everything,Ken Follett,Non-fiction,"A compelling read about exploration, reality and society. This book explores deep themes, masterfully written by Ken Follett. It stands out in its representation of Non-fiction.",3.63,437,58,"a compelling read about exploration, reality and society. this book explores deep themes, masterfully written by ken follett. it stands out in its representation of non-fiction.",non-fiction
1099,Leading the Startup,Tim Ferriss,Business,"A compelling read about management, strategy and wealth. This book explores deep themes, masterfully written by Tim Ferriss. It stands out in its representation of Business.",3.76,352,23,"a compelling read about management, strategy and wealth. this book explores deep themes, masterfully written by tim ferriss. it stands out in its representation of business.",business
1100,Dragon and the Lost Kingdom,Peter Thiel,Fantasy,"Uncovering the intricacies of hero, this masterpiece by Peter Thiel combines elements of Fantasy to create a breathtaking experience. Dive into a world where realm and dragon shape the ultimate destiny.",3.87,2256,164,"uncovering the intricacies of hero, this masterpiece by peter thiel combines elements of fantasy to create a breathtaking experience. dive into a world where realm and dragon shape the ultimate destiny.",fantasy
1101,Whispering Date,James Clear,Romance,"Written by the acclaimed author James Clear, this title delivers a gripping narrative centering on affection and spark. Ideal for fans of Romance, it offers an immersive journey filled with love.",4.59,679,99,"written by the acclaimed author james clear, this title delivers a gripping narrative centering on affection and spark. ideal for fans of romance, it offers an immersive journey filled with love.",romance
